,spotify_id,album,artist,tracks,artist_gender,artist_age,release_date,artist_country,popularity,rating
231,06wtf2TCkmyTgS1yZGiSr5,sinner get ready ,lingua ignota,9,Female,35,06/08/2021,US,36,10
285,5Dqqrr1dhaZ3BcFthVUCj2,the turning wheel ,spellling,12,Female,30,25/06/2021,,38,10
793,2lIZef4lzdvZkiiCzvPKj7,brat ,charli xcx,15,Female,31,07/06/2024,,88,10
39,0b1q9se93BEqBl3kiltn33,visions of bodies being burned ,clipping.,16,Group,,23/10/2020,,44,9
44,1CTm3ARqDETSm7GfvNYNJp,what's your pleasure? ,jessie ware,12,Female,35,26/06/2020,GB,54,9
50,7nfwkopbo47FZIOGNcfPxI,song for our daughter ,laura marling,10,Female,30,10/04/2020,GB,45,9
68,0LxeUCxtPfUtnHTKbW52MB,windswept adan ,ichiko aoba,14,Female,50,02/12/2020,JP,58,9
85,7J3XAN9vV4smAoiz1TQwHB,miles ,blu & exile,20,Group,,17/07/2020,US,32,9
130,5oZ5YCtaBH4L4Q2rrQpdvg,peaceful as hell ,black dresses,15,Group,,13/04/2020,GB,35,9
202,36nDwdvBHoJMIZn0wzYWrD,last year was weird vol.,tkay maidza,8,Female,24,07/08/2020,,45,9
230,4inXqcdjG79gV4m2mU8dQh,lp! ,jpegmafia,18,Male,32,22/10/2021,US,54,9
234,7L7oMPboBCeyGLJVsHSWM2,by the time i get to phoenix ,injury reserve,11,Group,,15/09/2021,US,41,9
246,3ShtO5VCYa3ctlR5uzLWBa,promises ,"floating points, pharoah sanders & the lso",9,Male,80,26/03/2021,US,39,9
261,2dIGnmEIy1WZIcZCFSj6i8,plastic beach ,gorillaz,16,Group,,03/03/2010,,76,9
273,6X4ALVBUeQnMHR5tsK8ymx,henki ,richard dawson & circle,7,Male,208,26/11/2021,DE,18,9
333,654KFpNOZ26Hj9luu7aKeM,daddy's home ,st. vincent,14,Female,38,14/05/2021,US,45,9
415,68z6MWYYNmvTcru1QMcYId,hellfire ,black midi,10,Group,,15/07/2022,GB,45,9
423,4rJDCELWL0fjdmN9Gn4f4g,the forever story ,j.i.d,16,Male,32,31/10/2022,US,76,9
428,21xp7NdU1ajmO1CX0w2Egd,ants from up there ,"black country, new road",10,Group,,04/02/2022,,56,9
434,7Ln81p86r5cCsesd3KBWIY,dragon new warm mountain i believe in you ,big thief,20,Group,,11/02/2022,,62,9
439,2IC2TP7bnwkfl56vjabLQt,cave world ,viagra boys,12,Group,,08/07/2022,US,54,9
455,2yFxLI1tMhzY04Oz67WoPr,hostile architecture ,ashenspire,8,Group,,15/07/2022,,24,9
488,4BJoDX0fIjR4RsFF4vyd81,de todas las flores ,natalia lafourcade,12,Female,38,28/10/2022,MX,60,9
503,2ZYhM0LXHZ38te98EizcQW,diaspora problems ,soul glo,12,Group,,25/03/2022,US,39,9
522,0Y1tsEnH5gN8TEJRQ9xOLi,marchita ,silvana estrada,11,Female,24,21/01/2022,MX,38,9
526,4w1BBgCcUVv54r3zJenKpG,god don't make mistakes ,conway the machine,12,Group,,25/02/2022,US,43,9
565,4h2iTWNASAecNc26mPncPx,baby ,petrol girls,11,Group,,24/06/2022,AT,25,9
619,3u20OXh03DjCUzbf8XcGTq,scaring the hoes ,jpegmafia x danny brown,14,Male,33,24/03/2023,US,61,9
624,7Gw4NIOgnylpbryrOJksn9,hellmode ,jeff rosenstock,11,Male,41,31/08/2023,US,45,9
627,74vN8W3NHvyM69AnrL5Arp,we buy diabetic test strips ,armand hammer,16,Group,,27/02/2024,,42,9
634,5GuWww4OaildzkmTTlfMN3,lahai ,sampha,14,Male,,20/10/2023,GB,56,9
641,2KqSL3vLfyVO7rrZJL9tUs,javelin ,sufjan stevens,10,Male,48,06/10/2023,US,54,9
649,28gL6vjKVFaO7UG0ImRzkY,93696,liturgy,15,Group,,24/03/2023,US,29,9
660,3RDAqHBWBHXRwVSJF9T8VW,beloved! paradise! jazz​!​? ,mckinley dixon,10,Male,,02/06/2023,,41,9
664,5HOHne1wzItQlIYmLXLYfZ,did you know that there's a tunnel under ocean blvd ,lana del rey,16,Female,37,24/03/2023,US,80,9
672,3dKdkVeR6hPjAOH5K2nYTh,fountain baby ,amaarae,14,Female,28,09/06/2023,GH,68,9
765,1jXTqjpWJXAd2PtGcnp8pe,oh me oh my ,lonnie holley,11,Male,73,10/03/2023,US,24,9
811,1W04wu2W4OIcuiNc5AMB3y,only god was above us ,vampire weekend,10,Group,,05/04/2024,US,65,9
814,2sLBMdUF5HYNB0voqWs4K3,you won't go before you're supposed to ,knocked loose,10,Group,,10/05/2024,US,67,9
819,2uoD60Oip7rq3vjXxZ2VaD,scrapyard mi,quadeca,15,Male,23,16/02/2024,,54,9
825,0YC5MWwUmsTpJrRumtBdZA,lives outgrown ,beth gibbons,10,Female,59,17/05/2024,GB,55,9
849,4uJMF1xAEk9IgPA5UbwNA6,she reaches out to she reaches out to she ,chelsea wolfe,10,Female,40,09/02/2024,US,48,9
860,3ZEIxul2SC2AslVuGZGO68,a dream is all we know ,the lemon twigs,12,Group,,03/05/2024,,52,9
867,5OYU3rkkWy5OZ0NxxKBTnV,maze envy ,civerous,7,Group,,22/03/2024,US,27,9
8,4uTce2w80loIu3oLnW0irN,i disagree ,poppy,10,Female,25,10/01/2020,US,55,8
9,6Pp6qGEywDdofgFC1oFbSH,punisher ,phoebe bridgers,11,Female,25,18/06/2020,US,71,8
14,5sY6UIQ32GqwMLAfSNEaXb,circles ,mac miller,12,Group,,17/01/2020,GB,73,8
15,3y4AaloFccKNLQcZNS9L8c,heavy is the head ,stormzy,16,Male,26,13/12/2019,GB,68,8
20,2xkZV2Hl1Omi8rk2D7t5lN,the new abnormal ,the strokes,9,Group,,10/04/2020,GB,75,8
21,5LsyqeWryTmxsmda4xkm5a,unlocked ,denzel curry x kenny beats,8,Male,24,07/02/2020,US,52,8
26,54tTC9UQtLnu5Wldhlnstr,shabrang ,sevdaliza,15,Female,33,28/08/2020,NL,46,8
28,2Qt8Z1LB3Fsrf6nhBNsvUJ,songs ,adrianne lenker,11,Female,29,23/10/2020,US,75,8
32,5I9K0u8r52jp4Y2bF8mOaz,"song machine, season one: strange timez ",gorillaz,17,Group,,23/10/2020,,60,8
33,3NKw4BVTKHxvvC9ACwnLTS,purple moonlight pages ,r.a.p. ferreira,18,Male,28,06/03/2020,US,37,8
35,3stadz88XVpHcXnVYMHc4J,sawayama ,rina sawayama,13,Female,29,17/04/2020,,57,8
54,3NKw4BVTKHxvvC9ACwnLTS,purple moonlight pages ,r.a.p. ferreira,18,Male,28,06/03/2020,US,37,8
57,0sOeI7pbAmIc8aDFyvkBUW,starting over ,chris stapleton,14,Male,42,13/11/2020,US,79,8
61,3znl1qe13kyjQv7KcR685N,alfredo album review w/d,freddie gibbs & the alchemist,10,Male,37,29/05/2020,US,62,8
65,396EJBtUzseofX2YCBJVvM,women in music pt. iii ,haim,18,Group,,19/02/2021,US,56,8
67,0e1WaSNDZnoPixaxDNdWo4,post human: survival horr,bring me the horizon,9,Group,,30/10/2020,GB,72,8
75,10e9Nf6QFZMTEy5TQm8G85,mystic familiar ,dan deacon,17,Male,38,31/01/2020,US,34,8
83,1CqNrKEv2fhF7mudTXrydV,self-titled ,lianne la havas,11,Female,30,17/07/2020,GB,54,8
86,0psj5qVSfxXQ3vlbcYfAOs,alphaville ,imperial triumphant,9,Group,,31/07/2020,US,12,8
88,70kThssMOMBi4GyBPCk0Gu,underneath ,code orange,14,Group,,13/03/2020,US,37,8
101,5Q84MVz6dS62QsAzBiFTwY,origin of the alimonies ,liturgy,7,Group,,20/11/2020,US,11,8
107,1zbBrDVDfEYBzSwB3h6lyE,future teenage cave artists ,deerhoof,11,Group,,29/05/2020,US,19,8
112,2soUHLxuGGYQCsGrt82HuB,man alive! ,king krule,14,Male,72,21/02/2020,US,44,8
113,1Sk0I9lYp8eUyzc7vI3r4E,lesions of a different kind ,undeath,10,Group,,23/10/2020,,23,8
117,75WZfo6dOHyi8uDj7kcPBY,no ,boris,1,Group,,05/07/2024,JP,0,8
120,0ZUtBUG7Ya4y0p8qSYlPFj,manger on mcnichols ,boldy james & sterling toles,11,Male,,22/07/2020,US,35,8
122,6H6MZ54B5FLBLXXxWGEl7y,miss colombia ,lido pimienta,11,Female,33,17/04/2020,CA,40,8
124,1ReoUTt497nUg3u1ERgYwS,ungodly hour ,chloe x halle,13,Group,,03/06/2020,US,55,8
127,6s91YTFJHq3LWDRMC4QOvp,cumbia siglo xxi ,meridian brothers,10,Group,,21/08/2020,US,19,8
138,20O6GKv8VfyvL4Gy0TAJs7,ultra mono ,idles,12,Group,,25/09/2020,GB,50,8
142,4pBU8P2uXB3cfylCS74pj6,little dominiques nosebleed ,the koreatown oddity,16,Male,36,19/06/2020,,35,8
144,2geX9gTPy6DlWUooKOeTbd,the common task ,horse lords,5,Group,,13/03/2020,US,18,8
147,3a9qH2VEsSiOZvMrjaS0Nu,how i'm feeling now ,charli xcx,11,Female,27,15/05/2020,,62,8
151,1sqq44RYu2C24fHNhkGQ00,2017–2019 ,against all logic,8,Male,30,07/02/2020,US,30,8
161,51q9abNTV0FdngEyPSEJgw,cenizas ,nicolas jaar,13,Male,30,27/03/2020,US,29,8
168,1umhzF2JUySSgj8XJNjLiG,no dream ,jeff rosenstock,13,Male,37,20/05/2020,US,37,8
175,5x5HzoJjt7qNw07woILxZt,home body ,dope body,13,Group,,01/05/2020,US,11,8
178,2UTSKZAFZLDaQrHTKXLXAd,the consuming flame: open exercises in group form ,matmos,44,Group,,21/08/2020,,14,8
186,30hEhSuHVZ9dsUYDX7qabr,innocent country 2 ,quelle chris & chris keys,16,Male,35,24/04/2020,US,34,8
187,5qWrp5RcqjxB8ak7dtK6Iv,set my heart on fire immediately ,perfume genius,13,Male,38,15/05/2020,US,42,8
189,1xZrWM9epQE74acOiyh8dN,true opera ,moor jewelry,10,Group,,20/04/2020,US,19,8
190,2p8RMs5j4ApdLg6K4bvhCb,west of eden ,hmltd,15,Group,,07/02/2020,GB,26,8
193,6yDcHjoEqNkkl9UC6KSlFE,un canto por méxico vol. 1 ,natalia lafourcade,14,Female,36,08/05/2020,MX,43,8
196,0EahzRBIAk6QFqLGkjG6FW,god has nothing to do with this leave him out of it ,backxwash,1,Female,26,29/06/2018,CA,15,8
198,6DGCEJKSnaK626YgoElkjk,from king to a god ,conway the machine,14,Group,,11/09/2020,US,45,8
218,45ba6QAtNrdv6Ke4MFOKk9,call me if you get lost ,"tyler, the creator",16,Male,30,25/06/2021,US,75,8
225,2NrYPcMmQBlbBxopc2XlzS,glow on ,turnstile,15,Group,,27/08/2021,US,64,8
226,4Hjqdhj5rh816i1dfcUEaM,nurture ,porter robinson,14,Male,28,23/04/2021,US,58,8
236,0dL9rGQxUeIqpiUndXaQLl,ok human ,weezer,12,Group,,29/01/2021,US,45,8
240,0RPanQrJXRyTJoiq2trm7k,haram ,armand hammer & the alchemist,14,Group,,26/03/2021,GB,46,8
256,17FteLw9nXHusWd9vsVa2p,madison ,sloppy jane,11,Group,,05/11/2021,,28,8
266,6S6jg2LuEwGdo9iYMSwCBS,hey what ,low,10,Group,,10/09/2021,US,33,8
267,6jAnGTDd5gsad8auZsoCmS,gumbo'! ,pink siifu,18,Group,,03/08/2021,,31,8
275,53JAHNWzoUZ3T0tWus9Bt4,imperative imperceptible impulse ,ad nauseam,1,Group,,01/05/2020,GB,18,8
277,6CM5qhYBvpgYNek5kYwuOJ,king's disease ii ,nas,15,Male,47,06/08/2021,US,52,8
279,5MH2ICGjLf6Lm9G72Rfx2f,let me do one more ,illuminati hotties,12,Group,,01/10/2021,US,35,8
289,4QcHeJduU3DIvnSSkGNqHf,...and again into the light ,panopticon,8,Group,,15/05/2021,US,21,8
290,2UorQ6UuGys6Ivsg1exRSu,welfare jazz ,viagra boys,13,Group,,08/01/2021,US,47,8
297,5CeSn89NE60Az4dCtkqfWi,palais d'argile ,feu! chatterton,14,Group,,12/03/2021,FR,47,8
300,2DcQ1vMW7dEGDAMnhnpaUd,fatigue ,l'rain,14,Female,,25/06/2021,,23,8
303,1ERrUvG31thFCxdwWUoJrY,mercurial world ,magdalena bay,14,Group,,08/10/2021,US,51,8
304,2ENZX0TZOt42tmCMgUyoNJ,carnage ,nick cave & warren ellis,8,Male,63,25/02/2021,AU,38,8
305,3NKeWAMARIW8qdc7wDjZ0m,half god ,wiki,16,Male,27,01/10/2021,US,39,8
307,5kBxkUFvOgxNHDu0kHEeuS,rainbow bridge 3 mi,sematary,16,Male,20,29/04/2021,US,48,8
308,4nOym5RKE8Opauf3rMxPAW,sometimes i might be introvert ,little simz,19,Female,27,03/09/2021,GB,61,8
314,7AsC27VDa3yOksZrfBSD6D,cavalcade ,black midi,8,Group,,26/05/2021,GB,38,8
321,1HBuWe94Z8qMTj2IvgfO4B,faith in persona ,death's dynamic shroud.wmv,9,Group,,16/12/2021,US,31,8
324,1aF9Xjtg1d1wwsE4hRAkQV,stand for myself ,yola,12,Female,37,30/07/2021,GB,43,8
325,2xU8y7tprnryyZndlYNNns,brass ,moor mother & billy woods,15,Female,,24/12/2020,,29,8
332,6jAnGTDd5gsad8auZsoCmS,gumbo'! ,pink siifu,18,Group,,03/08/2021,,31,8
334,3WVpMRRKz9BVU4koPEFpnF,"actually, you can ",deerhoof,9,Group,,22/10/2021,US,20,8
339,2PfgptDcfJTFtoZIS3AukX,for the first time ,"black country, new road",6,Group,,05/02/2021,,46,8
341,1HBuWe94Z8qMTj2IvgfO4B,faith in persona ,death's dynamic shroud.wmv,9,Group,,16/12/2021,US,31,8
347,09kEcsP2Lcx8g5f1CUeYsL,forever in your heart ,black dresses,15,Group,,14/02/2021,GB,32,8
349,7qE3WaOVAAIxgH8WtjbBBj,tyron ,slowthai,14,Male,26,12/02/2021,GB,52,8
352,5kBxkUFvOgxNHDu0kHEeuS,rainbow bridge 3 mi,sematary,16,Male,20,29/04/2021,US,48,8
355,6sPcgDto5EI6EBPc2jhDC7,"roadrunner: new light, new machine ",brockhampton,13,Group,,09/04/2021,US,49,8
358,2PfgptDcfJTFtoZIS3AukX,for the first time ,"black country, new road",6,Group,,05/02/2021,,46,8
362,2kAthpNBEUQ51LaOK9Npor,twin shadow ,twin shadow,1,Male,43,04/11/2014,,38,8
367,7bgH0nBBbJ3o89uNoD4uCK,the color blu(e) ,blu,11,Male,38,24/09/2021,US,18,8
369,7AS9VaIdnYSR13T3vkVtu9,a beginner's mind ,sufjan stevens & angelo de augustine,14,Male,46,24/09/2021,US,47,8
378,1zNtJFMCNIyT0X19jpcI3j,friends that break your heart ,james blake,12,Male,88,08/10/2021,US,54,8
380,0uYJ96iAQymbCTCjNjgJPN,smiling with no teeth ,genesis owusu,15,Group,,15/03/2021,GB,42,8
381,5g9YhHW8tE7Tcslgxsk5u9,heaux tal,jazmine sullivan,14,Female,33,08/01/2021,US,53,8
383,1zNtJFMCNIyT0X19jpcI3j,friends that break your heart ,james blake,12,Male,88,08/10/2021,US,54,8
393,2nLOHgzXzwFEpl62zAgCEC,dawn fm ,the weeknd,16,Male,31,06/01/2022,CA,79,8
395,79ONNoS4M9tfIA1mYLBYVX,mr. morale & the big steppers ,kendrick lamar,19,Male,34,13/05/2022,US,82,8
397,07w0rG5TETcyihsEIZR3qG,sos ,sza,23,Female,33,09/12/2022,US,90,8
403,6FJxoadUE4JNVwWHghBwnb,renaissance ,beyoncé,16,Female,40,29/07/2022,US,78,8
413,0UennjqMxb1SAsaf7bsSwE,drill music in zion ,lupe fiasco,10,Male,40,24/06/2022,US,44,8
422,3j75sKW2Lw9gUEhjNzPKn4,crest ,bladee & ecco2k,9,Male,27,18/03/2022,SE,55,8
424,3vQuGKQJMfdXmkjRKqUesk,king's disease iii ,nas,17,Male,49,28/04/2023,US,50,8
425,6XfFWtshKIYvwjI6qAqR8m,hiss ,wormrot,21,Group,,08/07/2022,SG,36,8
430,6dtDTbVBQ9QwsNaqEnjsOT,luv 4 rent ,smino,15,Male,31,28/10/2022,,61,8
438,6o38CdD7CUlZDCFhjZYLDH,it's almost dry ,pusha t,12,Male,44,22/04/2022,US,60,8
442,7KtyUeiJidoZO0ybxBXw0Q,melt my eyez see your future ,denzel curry,14,Male,27,25/03/2022,US,64,8
443,5nER4eLsGNJadmUGamAsCF,free lsd ,off!,20,Group,,30/09/2022,US,26,8
444,3TXzJXJDbXRMW2RtX5eDRs,self-titled ,artificial brain,10,Group,,03/06/2022,US,24,8
445,3SKVtzmihlnGFylW5nC5kj,louie ,kenny beats,17,Male,84,31/08/2022,US,52,8
447,4QwVU6l2cdR646QdT6z66i,the ruby cord ,richard dawson,7,Male,209,18/11/2022,DE,19,8
458,0rNeQyZdV5rD6U4xjXj21T,morbidity triumphant ,autopsy,11,Group,,30/09/2022,US,17,8
473,4YFlC5Abaj48ERwaOPfpu8,i love you jennifer b ,jockstrap,10,Group,,09/09/2022,,43,8
474,38hr6lK2Up3QabqUEUEhKx,god's country ,chat pile,9,Group,,29/07/2022,,40,8
475,50LrwtMDoMBcWffhaoJrs8,the loser ,gospel,8,,34,13/05/2022,NO,16,8
482,4TPi1tGDVXCdQOjn4NSRaB,cheat codes ,black thought & danger mouse,12,Male,45,12/08/2022,US,55,8
489,4zNkvcK0njCsx1jM4oYG7r,bothered / unbothered ,jer,10,Male,29,27/05/2022,HK,24,8
491,233GvGeKMsNHQgGvclrhC6,too much to ask ,cheekface,11,Group,,02/08/2022,US,37,8
492,1QSo9HgowUqAc5BI3AdkqN,natural brown prom queen ,sudan archives,18,Female,,09/09/2022,,44,8
495,3PZx4Vntcp5T7UgdfjnFDa,$oul $old $eparately ,freddie gibbs,15,Male,40,30/09/2022,US,49,8
496,1eb8tDRzXuhb3omC50SkHt,you belong there ,daniel rossen,10,Male,39,08/04/2022,US,30,8
498,7sKThLp2JeJqysSXC5ckhI,everything was beautiful ,spiritualized,7,Group,,22/04/2022,GB,21,8
505,23oUTiqIPyiA42tXNsIzis,super champon ,otoboke beaver,18,Group,,06/05/2022,JP,38,8
507,2GlHvIfPIhJCgpqimu1mTP,white trash revelry ,adeem the artist,11,,,02/12/2022,,27,8
511,4ivk3u8J7qg7YoWUZlnGNz,topical dancer ,charlotte adigéry & bolis pupul,13,Male,37,04/03/2022,BE,44,8
513,5jgtC8cBzDplxWsrZn0rUs,fawn ,foxtails,12,Group,,14/01/2022,US,30,8
515,1EpD8xR3mlKjKTMZD73EAw,crystalline exhaustion ,krallice,6,Group,,28/01/2022,,7,8
517,34uTUAM6SE8Eo6Cv4PRqwD,aethiopes ,billy woods,13,Male,72,08/04/2022,US,39,8
530,3AY8SSLXUP3W5EJfoLmrdg,meridian brothers & el grupo renacimiento ,meridian brothers,9,Group,,05/08/2022,US,24,8
539,5LXmSrGzPSEmTEu3OIsotT,american gurl ,kilo kish,14,Female,31,25/03/2022,US,37,8
540,4FZ2ilW8I4HxVz0gWEYzX2,tana talk 4 ,benny the butcher,12,Male,37,11/03/2022,,52,8
545,79NySyjxJ8xric31mXKMAo,once twice melody ,beach house,18,Group,,18/02/2022,US,51,8
553,5iJkNwkPx7WeRGJnzOW6x3,forget your own face ,black dresses,8,Group,,14/02/2022,GB,28,8
559,1XPsJnIVMjOt04rczMWVO4,hyper-dimensional expansion beam ,the comet is coming,11,Group,,23/09/2022,GB,31,8
564,0sdLAra6HEkMJuxB7ZkXSi,shape up ,leikeli47,14,Female,,13/05/2022,,38,8
569,4FLvXR2NkxZDNCLgVJQ1Q8,darklife ,death's dynamic shroud,15,Group,,27/09/2022,US,28,8
574,3hcIiisDhA18vwTG7ZDvqL,his happiness shall come first even though we are suffering ,backxwash,10,Female,31,14/11/2022,CA,21,8
576,3G77BQuJy3jahjdkKQNNNM,caprisongs mi,fka twigs,17,Female,34,14/01/2022,,57,8
589,7dE9Pf7HRgMOCeVSWnA9ZC,age/sex/location ,ari lennox,12,Female,31,09/09/2022,US,51,8
595,3GteSAGBQKHhmSN5OU819j,this is why ,paramore,12,Group,,06/10/2023,US,51,8
601,71DPihEMEmNsXe05FVHJN7,we're still here ,the hirs collective,17,Group,,24/03/2023,US,30,8
604,2XS5McKf3zdJWpcZ4OkZPZ,"10,000 gecs ",100 gecs,10,Group,,17/03/2023,US,59,8
605,6exrhkZKAwCGoihIZDJnpv,wallsocket ,underscores,12,Female,23,22/09/2023,,50,8
610,6UZpK4jB5MYVYJpwwi2mbP,me chama de gato que eu sou sua ,ana frango elétrico,10,Female,25,20/10/2023,BR,39,8
612,53X6xpjjMDMfZ5IWMyonvC,petrodragonic apocalypse ,king gizzard & the lizard wizard,7,Group,,16/06/2023,AU,54,8
613,3VoX4iyvy7et6Qt47e2XwS,maps ,billy woods & kenny segal,17,Male,84,05/05/2023,US,47,8
618,4wp4aWWpoYfNcspimVAnel,but here we are ,foo fighters,10,Group,,02/06/2023,US,61,8
622,5wtE5aLX5r7jOosmPhJhhk,swimming ,mac miller,13,Group,,03/08/2018,GB,78,8
628,6PbnGueEO6LGodPfvNldYf,self-titled ,zach bryan,16,Male,63,25/08/2023,CA,87,8
629,49vCWZ0yKkRvfetjsYVLnx,glockoma 2 ,key glock,23,Male,25,23/06/2023,US,71,8
631,31UtR7w5vJtg8AmBvWAwL5,space heavy ,king krule,15,Male,75,09/06/2023,US,51,8
632,31UtR7w5vJtg8AmBvWAwL5,space heavy ,king krule,15,Male,75,09/06/2023,US,51,8
633,22PkV1Le9P3X4RY4xtmK0q,"desire, i want to turn into you ",caroline polachek,12,Female,37,14/02/2023,US,60,8
639,0oc3ietmTjMghpRPvszTw9,burning desire ,mike,24,Male,70,13/10/2023,GB,50,8
640,56hrhzHAOsm5C7kSXzF4kh,april mixtape 3 ,snow strippers,16,Group,,05/05/2023,US,51,8
643,4lVMhVIgEdxIoTu7gS7CoT,girl with fish ,feeble little horse,11,Group,,09/06/2023,,50,8
646,0Ytzeqoskd5VfSVfGGA1SM,bb/ang3l ,tinashe,7,Female,30,08/09/2023,US,57,8
647,0vlJYAD6IpbwmZE9vbhErT,after the magic ,parannoul,10,,,28/01/2023,,35,8
651,5X0MAnUVN7eEZyO1LjprIk,everything harmony ,the lemon twigs,13,Group,,05/05/2023,,45,8
657,1DWLFwBZxTSBWw7G9uhpok,dogsbody ,model/actriz,10,Group,,24/02/2023,,39,8
658,2J92im3sUEJM3pvDqDeS7f,zango ,witch,10,Group,,02/06/2023,ZM,31,8
662,2Cn1d2KgbkAqbZCJ1RzdkA,the land is inhospitable and so are we ,mitski,11,Female,32,15/09/2023,US,82,8
663,7iG4oMJ0GNF0HDlfEi1TvQ,the gray in between ,jeromes dream,10,Group,,05/05/2023,US,26,8
666,33j7lFZ3OdXerDKwdVHLJf,hive mind narcosis ,thantifaxath,7,Group,,02/06/2023,CA,16,8
668,27vpwk5EXUilPRY06umtHv,the enduring spirit ,tomb mold,7,Group,,15/09/2023,CA,30,8
669,1IdsqGbN3oB6kAM1Iq0QnC,saved! ,reverend kristin michael hayter,11,Female,37,20/10/2023,US,33,8
675,4DYjQAfIJMtvw43uw1L64c,the lamb as effigy ,sprain,8,Group,,01/09/2023,US,30,8
680,0xJEL0q2jaHqIOamFxE7yq,"i was mature for my age, but i was still a child ",grouptherapy.,16,Group,,27/06/2023,,43,8
687,3l3xPtGZXUcnQaNlpbjvR0,i've got me ,joanna sternberg,12,,,30/06/2023,,34,8
688,6El4L0QbF7grZlJmpv7KPI,o monolith ,squid,8,Group,,09/06/2023,,35,8
693,1mzWBk8fzEEMumcy5IuVcf,struggler ,genesis owusu,11,Group,,18/08/2023,GB,44,8
694,17g3sAeWfpHSJlqMHuRAr6,that! feels good! ,jessie ware,10,Female,38,28/04/2023,GB,55,8
695,65buOcLOPAzBGLeW46tIDO,ways of knowing ,navy blue,13,Male,26,23/03/2023,US,39,8
699,2pOEFqvfxp5uUQ8vQEmVA0,heaven knows ,pinkpantheress,13,Female,22,10/11/2023,,70,8
704,2zgNt2Z61ZncG9IPbEiWQL,super sn​õ​õ​per ,snooper,14,Group,,14/07/2023,US,38,8
715,1dCATYrVa8hV0sbVGBGacz,my back was a bridge for you to cross ,anohni and the johnsons,10,Group,,06/07/2023,GB,32,8
716,1P3veSTOBbA57c6nndi5xI,autopoiética ,mon laferte,14,Female,40,10/11/2023,MX,57,8
733,2kvz9frUn3LUK83imD2BQS,ooh rap i ya ,george clanton,9,Male,338,28/07/2023,GB,45,8
739,2pOEFqvfxp5uUQ8vQEmVA0,heaven knows ,pinkpantheress,13,Female,22,10/11/2023,,70,8
742,6uoGeT623i76TwlgYFfe42,hood hottest princess ,sexyy red,11,Female,25,09/06/2023,US,73,8
746,3GZYDIQKkBPbWHhl7t3fcf,bad news ,blu & real bad man,8,,96,01/09/2023,US,17,8
762,5lCC7zWHT10tMqvldqwxgb,14k figaro ,wiki & tony seltzer,14,Male,97,10/11/2023,US,28,8
770,6LGsSzCubtHkQToL3bU0xe,"ashes, organs, blood and crypts ",autopsy,11,Group,,27/10/2023,US,22,8
